user_name,user_location,user_description,user_followers,user_friends,user_favourites,user_verified,text,hashtags,source,is_retweet,date_only
Chris â‚¿âš¡,,â€¢Ê™Ê€á´‡á´€á´‹ÉªÉ´É¢ É´á´‡á´¡s á´€É´á´… á´„á´á´á´á´‡É´á´›á´€Ê€Ê á´É´ #bitcoin & á´˜á´ÊŸÉªá´›Éªá´„sðŸ“° â€¢ÉªÉ´ á´Ê Ò“Ê€á´‡á´‡ á´›Éªá´á´‡ Éª'á´ á´„Êœá´‡á´„á´‹ÉªÉ´É¢ á´¡Êœá´ Éªs ÊŸÊÉªÉ´É¢ á´›á´ á´›Êœá´‡ á´¡á´Ê€ÊŸá´… â€¢ðŸ‡¬ðŸ‡·ðŸ‡¨ðŸ‡¾,4027,3594,7388,False,"ðŸ‡¨ðŸ‡­Mayor of Lugano in Switzerland: ""#Bitcoin belongs to everyone."" ðŸ§¡ https://t.co/aWMD9Bst9q",['Bitcoin'],Twitter Web App,False,2024-09-20
Bangun Arya,,"airdrop Indonesia
#BTC #BSC #ETH",185,309,9297,False,"Good project and hopefully the future projects will be even better

@Rofeq_cok
@Bintang090806
@ARIFSU12345
@ArLut13
@Bambang140200
@guntur180200
@friston131

#Cryptocurency #BNB #BinanceSmartChain #Bitcoin #Ethereum #SHIB #Dogecoin https://t.co/1wJBKM7bMZ","['Cryptocurency', 'BNB', 'BinanceSmartChain', 'Bitcoin', 'Ethereum', 'SHIB', 'Dogecoin']",Twitter for Android,False,2024-09-26
MAC â‚¿,,"#bitcoin, $sats, #nostr npub12rne64twevx224gmzglur3lg9nj5r7n9v7ld9syauevz73a9en3shswfg9",1522,1386,33765,False,Anybody else not able to buy #bitcoin on cashapp right now ?,['bitcoin'],Twitter for iPhone,False,2024-03-02
Q,United Kingdom,"Saitama/SaitaRealty Holder.
MaziMatic NFT Holder, Referral Code: maziarmyLeSRBRb9uj",3378,4710,59714,False,"#Saitama #SaitamaWolfPack #SaitaPro
#Crypto #CryptoCurrency #SaitaWolves #ETH #Bitcoin #PaperVillage
#SaitamaToken
#BESUMMIT #SaitaRealty #SAITAMACOMMUNITY #SaitamaLLC #MetaVerse #WeAreSaitama

#UseSaitaPro #NFT #NFTs #NFTCommunity #SaitaCard

ðŸ’œðŸºðŸ’œWOLFðŸºPACKðŸ’œðŸºðŸ’œ https://t.co/mEVlfUG5PD","['Saitama', 'SaitamaWolfPack', 'SaitaPro', 'Crypto', 'CryptoCurrency', 'SaitaWolves', 'ETH', 'Bitcoin', 'PaperVillage', 'SaitamaToken', 'BESUMMIT', 'SaitaRealty', 'SAITAMACOMMUNITY', 'SaitamaLLC', 'MetaVerse', 'WeAreSaitama', 'UseSaitaPro', 'NFT', 'NFTs', 'NFTCommunity', 'SaitaCard']",Twitter for Android,False,2024-06-13
Bangun Arya,,"airdrop Indonesia
#BTC #BSC #ETH",185,309,9297,False,"@VoiceAIOfficial Good project and hopefully the future projects will be even better

@Rofeq_cok
@Bintang090806
@ARIFSU12345
@ArLut13
@Bambang140200
@guntur180200
@friston131

#Cryptocurency #BNB #BinanceSmartChain #Bitcoin #Ethereum #SHIB #Dogecoin","['Cryptocurency', 'BNB', 'BinanceSmartChain', 'Bitcoin', 'Ethereum', 'SHIB', 'Dogecoin']",Twitter for Android,False,2024-10-28
CJK,Free Market @ Internet Economy,Tweets on #Bitcoin as reserve asset of internet economy â€¢ Make Real Estate Great Again @PeoplesReserve A Market Maker for #WeThePeople $PRN â€¢ @btcFairValue,996,332,2722,False,@SimplyBitcoinTV @CoinJoinDay #Bitcoin gets me going! https://t.co/Jzl9HA4uqA,['Bitcoin'],Twitter for Android,False,2024-03-28
"Cantori.eth ( ðŸ¥ƒ,ðŸ¦‰)",Web3,Italian Entrepreneur ðŸ‡®ðŸ‡¹ | $ETH and $BTC               Co-Founder @0xDomus,1303,513,32131,False,"Day 1 of â™¾ï¸
Hey everyone, I'm excited to announce my new obsession: @BitcoinShrooms ! ðŸ„ From now on, I'll be posting about them every day until I gain access to the exclusive Discord community. Join me on this journey. 
#bitcoin #bitcoinshrooms #ordinals","['bitcoin', 'bitcoinshrooms', 'ordinals']",Twitter for iPhone,False,2024-08-23
AKA â‚¿,,#Bitcoin es esperanza.,64,7,380,False,@stacyherbert You are looking at how the paper hands are selling your #Bitcoin to you. ðŸ˜ðŸš€ðŸ§¡,['Bitcoin'],Twitter for Android,False,2024-10-27
50 Shades of Green,Worldwide,https://t.co/iYRvrqvS9q ðŸŒ´ The future's uncertain & the end is always near. Green Tech mixed with #CannabisLegal meets #Nootropics. Nature Heals ðŸ„,1120,4068,931,False,South Korea Has A New President And He Likes #Crypto https://t.co/dJpr8yO7Xn #altcoinseason #Polkadot #NFTs #Bitcoin #NFTArt #Blockchain #SouthKorea #DODGE #50ShadesofGreen,"['Crypto', 'altcoinseason', 'Polkadot', 'NFTs', 'Bitcoin', 'NFTArt', 'Blockchain', 'SouthKorea', 'DODGE', '50ShadesofGreen']","Cheap Bots, Done Quick!",False,2024-01-07
Joe Stevens,Space,"Crypto is the Future
Nothing I Say or Tweet is Financial Advise
Tweets NFA DYOR",103,34,1133,False,"These people need
To be removed
And put in jail

I donâ€™t work for anyone
But myself
#taxation is #Theft 

#BTC #Bitcoin #THETA #TFUEL 
#GOLD #Silver https://t.co/xEtckNYtP5","['taxation', 'Theft', 'BTC', 'Bitcoin', 'THETA', 'TFUEL', 'GOLD', 'Silver']",Twitter Web App,False,2024-09-20
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",576,1,0,False,"#Ethereum price update: 

#ETH $1657.2 USD
#Bitcoin 0.07037266 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False,2024-09-13
NEO,The Matrix,"DJ & Music Producer, Video Creator, Co-Founder of https://t.co/28TrKZ2XK4, Telos & Appics Ambassador.",1041,311,19483,False,"Complete quests, share content,  earn XP and win $1000 rewards worth of $TLOS ðŸ¤‘ðŸš€

@HelloTelos x @crew3xyz ðŸ¥³ðŸ”¥

â¬‡ï¸ More info in a video below â¬‡ï¸

#Crypto #Telos #Play2Earn #NFTs #Video #DeFi #CryptoGiveaway #Bitcoinâ€¯â€¯â€¯ #Ethereum https://t.co/zsJWrX9JVF","['Crypto', 'Telos', 'Play2Earn', 'NFTs', 'Video', 'DeFi', 'CryptoGiveaway', 'Bitcoin', 'Ethereum']",Twitter for Android,False,2024-12-24
Trackify | #1 BTC Price Action Bot,Monitoring BTCUSDT...,ðŸ“ˆ| #1 BTC Price Action Bot ðŸ•’| Notifies every 5 minutes,119,1,206,False,"Bitcoin has increased 0.13% in the past 5 minutes!
Started at $23526.04
Ended at $23555.56

#BTC #crypto #bitcoin #cryptocurrency #ethereum #blockchain #eth #currency #xrp #trading #price #exchange #twitter #ltc #binance #finance","['BTC', 'crypto', 'bitcoin', 'cryptocurrency', 'ethereum', 'blockchain', 'eth', 'currency', 'xrp', 'trading', 'price', 'exchange', 'twitter', 'ltc', 'binance', 'finance']",bitcoinpricetracker,False,2024-03-12
778.crypto,Domain WhaleðŸ³ 3Digits,Unstoppable Domains Whale ðŸ³!1350 domains/33x3digit .crypto!Make account and shop UD! https://t.co/6VwmuYmYjU,382,91,2367,False,"For Sale #UnstoppableDomains 
Available @opensea
.X
LiveAuction.X
LiveNews.X
Modelling.X
OnlineBets.X
SecurityAudit.X

#web3 #bitcoin â€¯â€¯â€¯â€¯â€¯â€¯â€¯â€¯â€¯ â€¯â€¯
 #ethereum #digitalidentity #nfts #domains
#crypto #blockchain  
@0xPolygon @unstoppableweb #udfam #udwhales","['UnstoppableDomains', 'web3', 'bitcoin', 'ethereum', 'digitalidentity', 'nfts', 'domains', 'crypto', 'blockchain', 'udfam', 'udwhales']",Twitter for Android,False,2024-04-04
24x7crypto,,Earn Crypto for Publishing and Reading. 100% Free.,95,6,3,False,#Bitcoin and #Ether Consolidate Within a Trading Range as Neutral Signals Prevail! https://t.co/v1YjENcVSr #analysis #onchain #technicalanalysis,"['Bitcoin', 'Ether', 'analysis', 'onchain', 'technicalanalysis']",Revive Social App,False,2024-11-09
Juan Manuel ChÃ¡vez â‚¿ Îž #Bitcoin ðŸ‡²ðŸ‡½,"Queretaro, Mexico","Ing. Civil interesado en Crypto y Blockchain en LATAM.
#Bitcoin ðŸ‡²ðŸ‡½
Â¡Esperando MÃ©xico despierte! â‚¿ Îž",1698,2573,489,False,Bitcoin Saved Me From A Russian Missile Strike https://t.co/EXjz23YAvK #bitcoin https://t.co/dlv8e3IcsM,['bitcoin'],dlvr.it,False,2024-07-20
nan.,,"use wifi and data.

#REDUX - $REDUX",319,2129,3996,False,@SirKunt @PtpWallet Go follow @PtpWallet for the long term growth of #Bitcoin,['Bitcoin'],Twitter for Android,False,2024-12-18
778.crypto,Domain WhaleðŸ³ 3Digits,Unstoppable Domains Whale ðŸ³!1350 domains/33x3digit .crypto!Make account and shop UD! https://t.co/6VwmuYmYjU,382,91,2367,False,"For Sale #UnstoppableDomains 
Available @opensea
.X

CryptoFoundation.X
Cryptographers.X
CryptoWallets.X
GameTickets.X

#web3 #Bitcoin â€¯â€¯
 #ethereum #digitalidentity #nfts #domains
#crypto #blockchain 
@0xPolygon @unstoppableweb #udfam #udwhales https://t.co/uxnzmJpHHI","['UnstoppableDomains', 'web3', 'Bitcoin', 'ethereum', 'digitalidentity', 'nfts', 'domains', 'crypto', 'blockchain', 'udfam', 'udwhales']",Twitter for Android,False,2024-12-05
778.crypto,Domain WhaleðŸ³ 3Digits,Unstoppable Domains Whale ðŸ³!1350 domains/33x3digit .crypto!Make account and shop UD! https://t.co/6VwmuYmYjU,382,91,2367,False,"For Sale #UnstoppableDomains 
Available @opensea
.X

ChainLoan.X
CasinoVegas.X
BuyBitcoins.X
Consultings.X

#web3 #bitcoin â€¯â€¯â€¯â€¯â€¯â€¯â€¯â€¯ â€¯â€¯
 #ethereum #digitalidentity #nfts #domains
#crypto #blockchain #loan 
@0xPolygon @unstoppableweb #udfam #udwhales https://t.co/cUj6lDLfTi","['UnstoppableDomains', 'web3', 'bitcoin', 'ethereum', 'digitalidentity', 'nfts', 'domains', 'crypto', 'blockchain', 'loan', 'udfam', 'udwhales']",Twitter for Android,False,2024-03-16
778.crypto,Domain WhaleðŸ³ 3Digits,Unstoppable Domains Whale ðŸ³!1350 domains/33x3digit .crypto!Make account and shop UD! https://t.co/6VwmuYmYjU,382,91,2367,False,"For Sale #UnstoppableDomains 
Available @opensea
.X

BitcoinLoan.X
BitcoinLottery.X
BlockchainExplorer.X

#web3 #bitcoinâ€¯â€¯â€¯â€¯â€¯â€¯â€¯â€¯â€¯ â€¯â€¯
 #ethereum #digitalidentity #nfts #domains
#crypto #blockchain #lottery 
@0xPolygon @unstoppableweb #udfam #udwhales https://t.co/o2UcWFAnnj","['UnstoppableDomains', 'web3', 'bitcoin', 'ethereum', 'digitalidentity', 'nfts', 'domains', 'crypto', 'blockchain', 'lottery', 'udfam', 'udwhales']",Twitter for Android,False,2024-05-01
778.crypto,Domain WhaleðŸ³ 3Digits,Unstoppable Domains Whale ðŸ³!1350 domains/33x3digit .crypto!Make account and shop UD! https://t.co/6VwmuYmYjU,382,91,2367,False,"For Sale #UnstoppableDomains 
Available @opensea
.X

BitcoinBet.X
BitcoinBets.X
BitcoinBetting.X

#web3 #bitcoin â€¯â€¯â€¯â€¯â€¯â€¯â€¯â€¯ â€¯â€¯
 #ethereum #digitalidentity #nfts #domains
#crypto #blockchain #betting 
@0xPolygon @unstoppableweb #udfam #udwhales https://t.co/1EQWFsqGVG","['UnstoppableDomains', 'web3', 'bitcoin', 'ethereum', 'digitalidentity', 'nfts', 'domains', 'crypto', 'blockchain', 'betting', 'udfam', 'udwhales']",Twitter for Android,False,2024-02-21
Live Price Crypto,,"I Tweet the latest #BTC/#ETH/#BNB/#MATIC & #StableCoins price
+Daily/Weekly Technical Indicators 

Live since 20/03/2022

@web3africa1",4463,9,24,False,"#Bitcoin Fear and Greed index

Current price is 23557 $

#BTC #Crypto

(16/16)
461023 https://t.co/ufC9ROE1ol","['Bitcoin', 'BTC', 'Crypto']",vaiotapi,False,2024-02-27
chris thiergartner,Fairfield Township Ohio ,"God, Family,  Country, Sports,  Stocks, Books and Boating. Life is too short, make it count.",20,76,129,False,"Bitcoin showing it's stuff.. Is now the time to buy?
#bitcoin #bullshaveit
https://t.co/cESB3zu6Ae","['bitcoin', 'bullshaveit']",Twitter Web App,False,2024-11-25
Alan â‚¿ryden âš¡ï¸,Northern Ireland,Optometrist | #bitcoin Advocate For You & Your Business ðŸŸ¢Business Owner @brydenopticians @hodleyewear,423,1477,1957,False,Awesome ðŸ‘Œ#Bitcoin https://t.co/rvbNzQaz6Q,['Bitcoin'],Twitter for iPhone,False,2024-03-27
TipTopJester,,"Live, laugh, crypto",13,219,167,False,@GaryGensler @BBGIntelligence @GaryGensler just tell us who the 4 #SatoshiNakamoto are. Or did God create #Bitcoin?,"['SatoshiNakamoto', 'Bitcoin']",Twitter for iPhone,False,2024-05-26
Relai ðŸ‡¨ðŸ‡­,Switzerland,We're a #bitcoin-only app from Switzerland. Buy #bitcoin instantly and hold your own keys. Find our community at https://t.co/5nyjTwD3ap,25948,3097,47002,True,"Every two weeks, our CEO @julian_liniger sits down with interesting people in #bitcoin - we call it The Relai Bitcoin Podcast

Relai podcast, real insights.

We do it both in English ðŸ‡¬ðŸ‡§ and German ðŸ‡©ðŸ‡ª

Subscribe here: https://t.co/UD3g5sLzov",['bitcoin'],Hypefury,False,2024-09-18
CryptoCharts,Join here ðŸ‘‰,#bitcoin Not financial advice.,5163,19,112,False,Thoughts on $BTC #Bitcoin! See ForKtheBankss's idea on TradingView below. https://t.co/nYwJXuKR1W,['Bitcoin'],CryptoCharts Feed,False,2024-07-14
CoinOK,,Fast Crypto Exchange #BTC #Bitcoin #HODL,10426,3260,1931,False,1 BTC Price: Bitstamp 23560 USD #BTC #Bitcoin 2023-03-01 18:30 https://t.co/mWIja0aM63,"['BTC', 'Bitcoin']",CoinTweety,False,2024-09-02
btcsentiment,,"- Machine-Learning sentiment-analyses algorithm of #Bitcoin tweets
- Visualizing relevant On-Chain Data
- Charting the Uncharted ðŸ“Š
ðŸ‡¦ðŸ‡¹ â‚¿ ðŸ”ï¸",8618,463,1897,False,"ðŸ‹ #Crypto Whales vs. #Stablecoins ðŸ’µ

ðŸš¨ Last 24 hours of #BTC-Exchange transactions ðŸš¨
+ $BTC Global Open-Interest and Funding-Rate

For clarification:
#Crypto are ALL #cryptocurrencies incl. #Bitcoin 
#Stablecoins are for example: #USDT #USDC #BUSD #TUSD etc. https://t.co/ZP1lriBfrL","['Crypto', 'Stablecoins', 'BTC', 'Crypto', 'cryptocurrencies', 'Bitcoin', 'Stablecoins', 'USDT', 'USDC', 'BUSD', 'TUSD']",myallseeingeye,False,2024-08-28
BNB Price Tracker,,#BNB #BNBTracker #BinanceCoin #Binance,492,5,0,False,"#BinanceCoin price update: $BNB

#BNB $302.07 USD

#Bitcoin 0.01282 BTC

#Ethereum 0.18235 ETH

#altcoin #crypto #cryptocurrency

Follow for recent BNB price updates","['BinanceCoin', 'BNB', 'Bitcoin', 'Ethereum', 'altcoin', 'crypto', 'cryptocurrency']",Twitter Web App,False,2024-02-23
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",576,1,0,False,"#Ethereum price update: 

#ETH $1656.55 USD
#Bitcoin 0.07031289460939427 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False,2024-03-28
Petey Hodlr,,Host of @twenty_one_mil show |#bitcoin #based,592,710,6950,False,The rides up are more fun ðŸ¤™ #Bitcoin,['Bitcoin'],Hootsuite Inc.,False,2024-10-27
Ralph Kalsi,Australia,#CEO @blockchainaustralia #blockchain #crypto #NFT#metaverse Councilor at @mightyLabsdao | Blockchain Analyst | Crypto Defi Marketing Expert PR Contributor,1602,1654,76,False,"The Upcoming #NFT from #boredape Parent @yugalabs, #TwelveFold, Will Exist on the #Bitcoin #Blockchain.

The collection will consist of 300 art #NFTs arranged in a 12x12 grid as ""a visual analogy for the geography of data."" 

Read more ðŸ‘‡  https://t.co/xnX7jgMwMG","['NFT', 'boredape', 'TwelveFold', 'Bitcoin', 'Blockchain', 'NFTs']",Hootsuite Inc.,False,2024-03-22
Crypto Status | Live,,You can follow the instant status of cryptocurrencies.,91,3,0,False,"1ï¸âƒ£ #Bitcoin live: 23531.6100$ - Change: %0.53 ðŸŸ¢ 

1ï¸âƒ£ #Ethereum live: 1655.3700$ - Change: %0.87 ðŸŸ¢ 

Bonus as much as your investment (Coinbase) https://t.co/SbpSs4s0wh ðŸŸ¢
    
ðŸ•‘ 02:30

#btc #eth #coin #crypto #Etherium
id: 14e1ad5b0a","['Bitcoin', 'Ethereum', 'btc', 'eth', 'coin', 'crypto', 'Etherium']",Twitter for iPhone,False,2024-08-01
The Satoshi Squirrel,,"âˆž/21M
Public Satoshi Stacker",106,53,4372,False,"@FinanceSlacker We use the internet in so many different ways, why can't we use the next great invention as well?
#Bitcoin is a store of value and can be considered a means of everyday payment at the same time, the #LightningNetwork is solving this right now.","['Bitcoin', 'LightningNetwork']",Twitter Web App,False,2024-05-23
Trader Fred,,"Dev: https://t.co/tBmnnvJCkr FREE to use web app
for top 300 

Dollar cost average & HODL long term
#Bitcoin  - Crypto takes Resilience ðŸ‘Š

Nothing is financial advice",14869,1071,4835,False,"$YFI #yearnfinance is getting attention ðŸ”¥

#Bitcoin sets the market sentiment","['yearnfinance', 'Bitcoin']",CryptosBulls,False,2024-11-30
BTCtoCAD Blockchain Explorer,Canada,"#Bitcoin Is King ðŸ‘‘
Bitcoin Price Converter for Canadian Dollar($CAD) and United States Dollar($USD), Bitcoin Blockchain Explorer with Wayback Machine and more.",389,41,651,False,"#Bitcoin price in US Dollar #BTC $usd #BTCUSD $XBT #xbtusd 
BTC Price Now : 23,497.32$ USD 
Avg Last Hour : 23,468.38$ 
Avg 24 Hours : 23,537.90$ 
24h Change : 1.51% 
24h Low : 23,004.81$ 
24h High : 23,835.13$
More information here https://t.co/PWwAp4BXM0 https://t.co/YSdC9qHGEi","['Bitcoin', 'BTC', 'BTCUSD', 'xbtusd']",btctocad,False,2024-12-09
ðŸ‡¸ðŸ‡» El Salvador Bitcoin Day Index ðŸ‡¸ðŸ‡»,Planet Earth,"Tracking #ElSalvador #BitcoinDay 30 USD air drop since 9/8/2021.Every hour at min.30.â€œSi no tienes las llaves, no es tu dineroâ€
https://t.co/JDXqsfgKu1",494,125,907,False,"30 USD on #ElSalvador #BitcoinDay got you 63,900 sat. 
Now 63,900 sat are 15.06 USD (-49.81%)

1 BTC = 23,564.20 USD
1 USD = 4,244 Sat
on Wed 01 Mar 2023 06:30 PM EST

1 BTC = 46,948.36 USD
1 USD = 2,130 sat
on Tue 07 Sep 2021 11:00 AM CDT

#Bitcoin","['ElSalvador', 'BitcoinDay', 'Bitcoin']",BTCIndexes,False,2024-12-05
The Crypto Agent,Australia,Crypto Intelligence Agent,585,54,5842,False,"Top 5 #cryptocurrencies 
 Alert Time: 2023-03-02 02:30:03
#Bitcoin: $23,555.81682
#Ethereum: $1,656.94911
#Tether: $1.00051
#USDCoin: $1.00043
#BinanceCoin: $302.11184
#crypto #decentralized #trading #enigma

https://t.co/PFpyoSBGBe","['cryptocurrencies', 'Bitcoin', 'Ethereum', 'Tether', 'USDCoin', 'BinanceCoin', 'crypto', 'decentralized', 'trading', 'enigma']",Live Crypto Prices,False,2024-11-11
Soku Swap,Everywhere,"The easiest place to trade crypto, guaranteed! Telegram: https://t.co/lxd1fiewh3",19722,2007,14729,False,"It's true! Bitcoinâ‚¿, the revolutionary digital currencyðŸ‘¨â€ðŸ’», can't be changed. 

ðŸ”¹But, it can give you new opportunitiesðŸ¤‘ to get the life you've always wantedðŸ’°

#btc #bitcoin #crypto #defi #sokuswap #digitalcurrency #passiveincome https://t.co/r32vtOg4Tq","['btc', 'bitcoin', 'crypto', 'defi', 'sokuswap', 'digitalcurrency', 'passiveincome']",Twitter Web App,False,2024-08-16
Soku Swap,Everywhere,"The easiest place to trade crypto, guaranteed! Telegram: https://t.co/lxd1fiewh3",19722,2007,14729,False,"Imagine all the cryptocurrencies in the world are gathered at a party. 

ðŸ”¹What would they be doing?

#Bitcoin #Crypto #ETH #BNB #soku #defi #Dogecoin","['Bitcoin', 'Crypto', 'ETH', 'BNB', 'soku', 'defi', 'Dogecoin']",Twitter Web App,False,2024-10-30
SEO Niche Site Tips (satoshiscountry),Online.,I share #SEO and #Crypto updates as an independent SEO consultant for sustainable #businessgrowth. Also a $ADA holder & #ContentWriter.,1408,1101,65967,False,"Who is Satoshi Nakamoto, the elusive inventor of #Bitcoin? With possible suspects including Hal Finney, Nick Szabo, Dorian Nakamoto, and Adam Back, the mystery continues. One thing's for sure, though: Elon Musk isn't the one behind the mask. 
https://t.co/KVF0EL8hvp",['Bitcoin'],Twitter Web App,False,2024-08-08
Adept Asia Consulting,Thailand,Adept Asia Consulting is an international consulting agency providing highly effective and affordable solutions including digital marketing services.,443,113,0,False,"#Slippage #Crypto #CryptoNews #Cryptocurrency #Cryptocurrencies
#Bitcoin #ETH #BNB #TeamFollowBack #FollowBack #DEFI #NFTs

SIlvergate stock plunges 31% after delayed filing raises doubts over future
https://t.co/l3dQp7HRdv https://t.co/o5Wjsg0TJ3","['Slippage', 'Crypto', 'CryptoNews', 'Cryptocurrency', 'Cryptocurrencies', 'Bitcoin', 'ETH', 'BNB', 'TeamFollowBack', 'FollowBack', 'DEFI', 'NFTs']",Adept Asia Consulting,False,2024-09-17
Slippage Tolerance,"Bangkok, Thailand",#FOLLOWERS #FOLLOW4FOLLOW #F4F #INSTANTFOLLOWBACK #FOLLOW2GAIN #TWITTER #RETWEET #IFOLLOWBACK #FOLLOWME #MUSTFOLLOW #FOLLOWBACK #TFB #500ADAY #TEAMFOLLOWBACK,4249,4914,4,False,"#Slippage #Crypto #CryptoNews #Cryptocurrency #Cryptocurrencies
#Bitcoin #ETH #BNB #TeamFollowBack #FollowBack #DEFI #NFTs

SIlvergate stock plunges 31% after delayed filing raises doubts over future
https://t.co/ID0OnfttVU https://t.co/SqZS4944wO","['Slippage', 'Crypto', 'CryptoNews', 'Cryptocurrency', 'Cryptocurrencies', 'Bitcoin', 'ETH', 'BNB', 'TeamFollowBack', 'FollowBack', 'DEFI', 'NFTs']",Slippage Tolerance,False,2024-06-01
Crypto Zone,Evreywhere,Itâ€™s all about Crypto | Advertise with us Marketing@Cryptozone.press,2606,25,38,False,STIMULUS PROGRESS? How face melting gains could return to crypto  #Crypto_Zone #Bitcoin #ETH #NFT #NEWS https://t.co/nsR9LtTNhg,"['Crypto_Zone', 'Bitcoin', 'ETH', 'NFT', 'NEWS']",IFTTT,False,2024-09-27
P2Pâš¡ðŸ‡¸ðŸ‡»ðŸ‡¨ðŸ‡«ðŸ‡¨ðŸ‡­,worldwide ,"welcome to my official twitter profile, I buy #btc / #usdt bulk from user around the world. if you considering selling here is my WhatsApp digit +2347017515114.",4608,1539,2957,False,"You ain't late to #Bitcoinâ€¯â€¯â€¯

because no one can print it. https://t.co/9A1la7oKvN",['Bitcoin'],Twitter for Android,False,2024-03-29
TheLoneShiba,Shibarium,"All in #SHIB
Crypto is the future love it or hate it.",61,157,3309,False,@elonmusk Have you or @Tesla bought anymore #bitcoin ? Now you have @Twitter  buy up some #Bitcoin for the longterm of the company.,"['bitcoin', 'Bitcoin']",Twitter Web App,False,2024-02-07
Trader By Choice,,"Crypto Trader and ASX Investor. â€œChasing my dreams and freedom of time, money will follow meâ€.",100,127,409,False,"Watch out this bear flag on #BTC!

Drop you charts in comments and show me what you are looking on BTC. #Crypto #Bitcoin #XRPArmy #doge #trading #opportunity #freedom #bybit @Bybit_Official https://t.co/nBPGF7Mzqv","['BTC', 'Crypto', 'Bitcoin', 'XRPArmy', 'doge', 'trading', 'opportunity', 'freedom', 'bybit']",Twitter for iPhone,False,2024-10-09
0xsnyr,,,80,701,2399,False,"@CryptoTechDAO @trycarbonio you're perfect, it's great that you think about your followers so much, thank you very much, good luck to everyone âœ… ðŸ¤ž
@0xbullhunter 
@ahshibly2 
#RollbitRewards 

#Crypto #Bitcoinâ€¯â€¯â€¯â€¯â€¯â€¯ #BTCâ€¯â€¯â€¯â€¯â€¯â€¯ #Etherium #ETH","['RollbitRewards', 'Crypto', 'Bitcoin', 'BTC', 'Etherium', 'ETH']",Twitter for Android,False,2024-11-30
AkinHack,United States,Professional Recovery Services | â€¢Crypto | â€¢iCloud ID | â€¢Instagram | Snapchat | DM 247| â€¢Account Recovery | â€¢iMessage | spying | Follow and Inbox Me | â€¢NotFree,197,48,13,False,"If you need Help Recovering from Hack and Unauthorised Access.
Account Hack, Wallet Hack, Tiktok, Instagram, Facebook, Bitcoin, Coinbase... #instagram #hack #needhelp #help #wallets #tiktok #socialnetworking #bitcoin #coinbase #durablegoods.
I'm Available 24/7.","['instagram', 'hack', 'needhelp', 'help', 'wallets', 'tiktok', 'socialnetworking', 'bitcoin', 'coinbase', 'durablegoods']",Twitter for Android,False,2024-03-18
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",576,1,0,False,"#Ethereum price update: 

#ETH $1656.9 USD
#Bitcoin 0.07036197 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False,2024-01-24
BlackHacks,,"Have exclusive Hacking jobs?
DM and Ask for my service.
#email #icloud #facebookdown #imessage #ransomware #snapchat #whatspp #instagram #crypto",634,57,7,False,"Your Condition is not even as critical as those I've Handled
Inbox me, If you still want your Account Back!!!
I'm available 24/7 for all Hacking Services
#Hack #coinbase #Hacking #bitcoinÂ #BEP2
Xx","['Hack', 'coinbase', 'Hacking', 'bitcoin', 'BEP2']",Twitter for Android,False,2024-08-26
P2Pâš¡ðŸ‡¸ðŸ‡»ðŸ‡¨ðŸ‡«ðŸ‡¨ðŸ‡­,worldwide ,"welcome to my official twitter profile, I buy #btc / #usdt bulk from user around the world. if you considering selling here is my WhatsApp digit +2347017515114.",4608,1539,2957,False,"Bad news:

The #bitcoinâ€¯â€¯â€¯ price is down. 

Good news: 

It means nothing unless you sold. https://t.co/rmaphfAw25",['bitcoin'],Twitter for Android,False,2024-02-11
Aimstone,United States ,Bitcoin = Freedom âž¤ YouTube: https://t.co/xUXFsUYhGl âž¤ Instagram: https://t.co/NWaMoHGPON,1048,253,479,False,"#Bitcoin to hit $30,000 by the end of this Month!! Pay Attention to this #BTC Chart!!!
âž¤https://t.co/gs2viUxQID
âž¤https://t.co/gs2viUxQID https://t.co/erGt7hliHo","['Bitcoin', 'BTC']",Twitter Web App,False,2024-11-12
CamaApparel Global News,Malta,ðŸŒŽ GLOBAL NEWS ðŸ—žï¸ | Check Out Our Youtube https://t.co/G9DlbsoM9Q â­ Trending News Topics & Top Stories | ðŸ“§ camaapparel@gmail.com ðŸ’¯,545,1543,18,False,LeBron Jamesâ€™ quick hands save costly camera from damage in win over Warriors https://t.co/bt4SSXIu6P #news #fox #foxnews #goodnews #breaking #bbc #cnn #tech #bitcoin #media #newssource #story #slots #onlinecasino #poker #blackjack,"['news', 'fox', 'foxnews', 'goodnews', 'breaking', 'bbc', 'cnn', 'tech', 'bitcoin', 'media', 'newssource', 'story', 'slots', 'onlinecasino', 'poker', 'blackjack']",Revive Social App,False,2024-05-10
